Наименование сделки,Курс юаня,Курс $,Наименование,Количество заказанных позиций,Цена в юанях,Масса товара,Source File
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,195-49-44131 PIPE,2.0,1307.2,7.45,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,195-63-13390 BUSHING,12.0,456.0,1.35,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,195-71-11512 NUT,12.0,100.0,0.28,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,195-71-62250 PIPE,2.0,433.2,3.3,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,195-71-62260 PIPE,4.0,330.0,5.92,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,195-71-62270 PIPE,2.0,218.0,1.7,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,195-71-62280 PIPE,2.0,218.0,2.0,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,195-911-4660 BLOWER MOTOR,2.0,285.0,3.0,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,198-63-93170 SEAL KIT,2.0,198.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,209-30-15240 CUP,2.0,209.0,0.02,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,21N-30-14160 SEAL KIT,2.0,105.0,0.07,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,21N-30-14180 SEAL KIT,2.0,36.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-07-31221 AIR COMPRESSOR ASSY,2.0,1440.0,6.95,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-20-33621 SPIDER ASSY,4.0,566.0,6.0,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-22-31361 GASKET,2.0,114.0,0.01,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-22-31410 SHAFT,1.0,3360.0,3.23,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-22-31771 SEAL KIT,12.0,448.0,0.5,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-22-32543 GEAR,1.0,7360.0,20.77,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-22-32781 SHAFT,2.0,4480.0,10.79,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-33-31430 CUP,2.0,288.0,0.03,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-33-32350 PLATE1,2.0,576.0,2.26,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,421-46-11741 BUSHING,2.0,218.0,0.6,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,566-33-41230 Friction plate,12.0,229.0,1.2,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,569-40-11370 BUSHING,4.0,1440.0,17.0,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,569-40-61190 BOOT,12.0,108.0,0.12,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,569-40-61320 BUSHING,24.0,640.0,0.49,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,569-40-61660 BOOT,36.0,190.0,0.13,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,569-40-81240 PIN,12.0,760.0,2.19,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,569-40-81530 PIN,6.0,1045.0,3.05,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,569-52-41950 GASKET,60.0,162.0,0.03,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,600-311-3220 WATER OIL SEPARATOR CUP,2.0,58.0,0.2,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,600-411-1161 FILTER,12.0,69.0,1.2,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,600-421-6630 Thermostat,30.0,72.2,0.3,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,600-813-9390 STARTOR MOTOR,2.0,3744.0,15.5,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6150-42-4210 EXHAUST VALVE,48.0,45.0,0.2,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6150-61-2510 O-RING,36.0,6.0,0.01,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6150-61-2520 O-RING,30.0,7.92,0.01,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6150-61-2540 SEAL KIT,4.0,35.0,0.01,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6156-11-8831 SEAL KIT,12.0,13.2,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6162-13-5810 GASKET,12.0,31.2,0.09,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6162-13-6440 SEAL KIT,36.0,15.2,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6162-13-7813 GASKET,18.0,22.0,0.2,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6215-21-8001 MAIN BEARING STD,2.0,7188.86,5.982,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6215-71-4162 Трубка,1.0,598.0,0.21,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6162-25-4251 SEAL KIT,2.0,450.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6162-55-1011 OIL PUMP ASSY,2.0,12600.0,16.0,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6166-61-6341 GASKET,18.0,45.0,0.01,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6210-19-1814 GASKET,4.0,281.88,0.5,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6212-65-2610 Thermostat,12.0,225.0,0.5,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6215-61-3690 V-BELT,6.0,1098.0,2.55,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6219-71-1150 SEAL RING,80.0,6.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6219-71-1160 SEAL RING,60.0,6.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6219-81-1961 SENSOR,12.0,199.5,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6240-11-5920 GASKET,6.0,75.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6240-51-1100 OIL PUMP ASSY,4.0,7800.0,12.0,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6240-61-2560 GASKET,24.0,15.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6245-11-3100 INJECTOR ASSY,30.0,1588.0,0.7,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6245-11-9440 GASKET,12.0,19.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6245-21-6420 GASKET,12.0,60.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6245-21-8830 PIPE,2.0,168.0,0.02,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6743-51-9950 O-RING,2.0,175.85,0.01,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6245-81-6360 V-BELT,18.0,102.0,0.2,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6246-11-9490 GASKET,2.0,45.0,0.04,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6253-11-5160 GASKET,18.0,9.0,0.03,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6261-71-6150 GASKET,42.0,24.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6261-81-2700 SENSOR,4.0,513.0,0.2,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6261-81-2903 SENSOR,8.0,60.0,0.1,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6560-61-7300 SENSOR,8.0,45.0,0.5,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,6933-71-8110 LIFT FUEL PUMP,2.0,76.0,0.44,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,702-16-01531 STEERING VALVE,2.0,2700.0,2.5,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,702-16-51610 SEAL KIT,4.0,47.5,0.004,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,704-17-05811 SEAL KIT,2.0,342.0,0.04,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,705-11-38010 PUMP ASSY,1.0,4560.0,15.0,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,705-17-04382 O-RING,4.0,76.0,0.01,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,707-52-15620 BUSHING,24.0,288.0,0.2,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,707-99-56240 Ремкомплект,2.0,880.0,0.36,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,707-99-56250 SEAL KIT,4.0,225.0,0.0,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,707-99-65410 LIFT CYL KIT,2.0,704.0,0.7,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,ND094040-0381 SOLENOID VALVE,4.0,1068.0,2.0,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,ND499000-6141 PRESSURE SENSOR,2.0,588.0,0.2,Лист1(13)
"Order-2863, заказ 617 от 23.04 2 2 поставщик",13.68,94.5,ND949979-1300 SENSOR,2.0,398.0,0.042,Лист1(13)
"Order-2839, Самсон",13.55,94.5,samson 6116,1.0,3920.0,0.85,Лист1(13)
"Order-2839, Самсон",13.55,94.5,536372 ADN-100- -,8.0,865.0,2.154,Лист1(13)
"Order-2839, Самсон",13.55,94.5,F3000-ELEMENT-Y ,10.0,202.0,0.25,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6162-64-3910 BEARING,6.0,673.61,0.13,Лист1(13)
"Order-2839, Самсон",13.55,94.5,156894 ADVUL-50-10-P-A,10.0,1050.0,2.0,Лист1(13)
"Order-2839, Самсон",13.55,94.5,186120 QSL-G1/4-8,10.0,10.0,0.023,Лист1(13)
"Order-2839, Самсон",13.55,94.5,04064-02212 RING,14.0,22.4,0.002,Лист1(13)
"Order-2839, Самсон",13.55,94.5,04064-02512 CUP,36.0,16.0,0.002,Лист1(13)
"Order-2839, Самсон",13.55,94.5,02896-11009 O-RING,80.0,6.0,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,04121-22267 V-BELT,2.0,788.0,0.86,Лист1(13)
"Order-2839, Самсон",13.55,94.5,07005-01612 O-RING,12.0,21.0,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,07332-01400 COUPLING,4.0,1624.0,0.6,Лист1(13)
"Order-2839, Самсон",13.55,94.5,07332-53400 Прокладка,4.0,951.55,0.163,Лист1(13)
"Order-2839, Самсон",13.55,94.5,08193-20010 Зажим,12.0,4.2,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,"09280-10020 LIMITER ASS'Y,FUEL PRESSURE",2.0,1242.8,0.11,Лист1(13)
"Order-2839, Самсон",13.55,94.5,"09280-10130 LIMITER ASS'Y,FUEL PRESSURE",4.0,781.3,0.05,Лист1(13)
"Order-2839, Самсон",13.55,94.5,09281-00041 Core,24.0,88.48,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,04121-22264 V-BELT,12.0,388.0,0.4,Лист1(13)
"Order-2839, Самсон",13.55,94.5,14X-27-11170 O-RING,4.0,42.56,0.05,Лист1(13)
"Order-2839, Самсон",13.55,94.5,17A-50-12441 SEAL KIT,6.0,522.6,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,"17M-22-47952 LIMITER ASS'Y,FUEL PRESSURE",4.0,8763.6,1.55,Лист1(13)
"Order-2839, Самсон",13.55,94.5,17M-50-49290 SEAL KIT,4.0,1966.0,0.5,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-01-32110 BUSHING,4.0,1530.0,1.6,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-03-41481 GASKET,4.0,16.8,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-03-44250 PIPE,1.0,996.0,0.82,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-09-18350 O-RING,8.0,78.4,0.02,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-12-42311 GASKET,12.0,1372.95,1.0,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-12-42321 GASKET,12.0,911.53,0.37,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-15-05610 SERVICE KIT,1.0,906.1,0.1,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-15-05700 Ремкомплект,2.0,12807.6,1.02,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-15-05710 CONTROL VALVE,1.0,1342.8,0.2,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-15-42880 GASKET SEAL,24.0,120.4,0.043,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-15-79430 BEARING,42.0,552.5,0.32,Лист1(13)
"Order-2839, Самсон",13.55,94.5,07000-73042 O-RING,30.0,6.0,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-15-82541 SHAFT,14.0,1068.6,0.6,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-22-15140 PIN,4.0,170.98,0.27,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-27-00060 Регулировочная прокладка,6.0,848.06,0.8,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-27-31211 GEAR,2.0,19372.8,20.55,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-27-31680 O-RING,8.0,659.68,0.1,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-27-34111 DRIVE HOUSE,1.0,132306.0,408.0,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-30-33141 SEAL KIT,1.0,655.2,1.8,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-30-51470 Направляющая сталь,12.0,1974.0,4.85,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-30-51570 Крышка опоры оси,4.0,2255.4,8.8,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-30-66531 PAD,36.0,2503.2,7.0,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-30-68131 Амортизирующая подушка,4.0,1831.65,3.18,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-30-69131 GASKET,4.0,2794.24,7.36,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-43-49300 SERVO VALVE ASS'Y,1.0,32821.61,6.8,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-49-31350 GASKET,1.0,1101.1,0.1,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-49-72280 GASKET,2.0,320.96,0.03,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-50-22151 SEAL KIT,6.0,4633.86,3.6,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-50-22170 GASKET,2.0,733.2,0.6,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-50-22241 SEAL KIT,4.0,5306.0,1.45,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-50-22591 BUSHING,2.0,1530.0,0.93,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-50-51340 PIPE,4.0,502.0,0.14,Лист1(13)
"Order-2839, Самсон",13.55,94.5,"195-61-48300 LIMITER ASS'Y,FUEL PRESSURE",1.0,13192.35,5.82,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-71-61380 JOINT,2.0,23275.2,63.4,Лист1(13)
"Order-2839, Самсон",13.55,94.5,195-03-64441 HOSE WATER,2.0,79.2,0.46,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-15-05310 SERVICE KIT,1.0,14115.0,1.3,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-15-22410 Планетарная шестерня,1.0,3939.0,1.27,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-22-62101 Клапан в сборе,1.0,9436.0,1.26,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-22-63370 Диск,2.0,4978.0,2.4,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-27-45172 GEAR,1.0,63184.8,132.74,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-30-31231 Прокладка,12.0,3292.0,0.75,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-30-31250 CUP,2.0,1136.2,0.54,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-30-34453 CYLINDER BLOCK,1.0,31782.0,103.0,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-50-51170 GASKET,12.0,1213.2,0.5,Лист1(13)
"Order-2839, Самсон",13.55,94.5,198-72-62121 GASKET,2.0,18955.45,27.4,Лист1(13)
"Order-2839, Самсон",13.55,94.5,209-30-15230 SEAL KIT,4.0,633.92,0.06,Лист1(13)
"Order-2839, Самсон",13.55,94.5,21T-03-31391 PIPE,2.0,3133.76,1.6,Лист1(13)
"Order-2839, Самсон",13.55,94.5,419-09-11250 JOINT,12.0,98.56,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,419-15-14860 О-Кольцо,12.0,23.0,0.001,Лист1(13)
"Order-2839, Самсон",13.55,94.5,419-15-14870 GASKET,5.0,34.25,0.002,Лист1(13)
"Order-2839, Самсон",13.55,94.5,421-22-31761 SEAL KIT,12.0,1667.68,0.5,Лист1(13)
"Order-2839, Самсон",13.55,94.5,421-22-41570 BUSHING,8.0,526.5,0.2,Лист1(13)
"Order-2839, Самсон",13.55,94.5,426-N42-3851 GASKET,2.0,637.0,0.4,Лист1(13)
"Order-2839, Самсон",13.55,94.5,426-N42-3861 GASKET,2.0,517.4,0.2,Лист1(13)
"Order-2839, Самсон",13.55,94.5,426-N42-3930 DUST SEAL,2.0,782.6,0.1,Лист1(13)
"Order-2839, Самсон",13.55,94.5,428-22-12950 O-RING,2.0,6088.32,0.1,Лист1(13)
"Order-2839, Самсон",13.55,94.5,42C-20-12690 BOLT,6.0,445.76,0.25,Лист1(13)
"Order-2839, Самсон",13.55,94.5,561-30-81121 Удлинитель,2.0,1626.8,0.4,Лист1(13)
"Order-2839, Самсон",13.55,94.5,561-32-05210 SEAL KIT,12.0,7474.8,0.132,Лист1(13)
"Order-2839, Самсон",13.55,94.5,561-34-61110 Подушка,12.0,3960.32,1.68,Лист1(13)
"Order-2839, Самсон",13.55,94.5,421-22-32511 BEARING,2.0,380.0,1.67,Лист1(13)
"Order-2839, Самсон",13.55,94.5,562-33-21231 Пластина,2.0,8135.0,9.1,Лист1(13)
"Order-2839, Самсон",13.55,94.5,566-30-11660 Сальник,24.0,436.0,0.15,Лист1(13)
"Order-2839, Самсон",13.55,94.5,569-22-00141 GASKET,2.0,1952.93,1.0,Лист1(13)
"Order-2839, Самсон",13.55,94.5,569-30-82130 Соединение,6.0,1478.4,0.23,Лист1(13)
"Order-2839, Самсон",13.55,94.5,569-33-71510 SEAL KIT,2.0,12517.38,0.5,Лист1(13)
"Order-2839, Самсон",13.55,94.5,421-46-37130 GASKET SEAL,4.0,720.0,0.11,Лист1(13)
"Order-2839, Самсон",13.55,94.5,421-46-37170 Манжет,2.0,392.0,0.06,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6150-11-5751 GASKET,4.0,143.0,0.21,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6150-21-5920 Соединения,1.0,67.2,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6151-11-8550 BOLT,2.0,280.0,0.03,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6151-71-3150 SEAL KIT,12.0,206.7,0.1,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6162-15-3101 INJECTOR ASSY,6.0,4586.2,1.5,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6162-23-3520 SEAL KIT,4.0,830.17,0.04,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6162-23-8510 BREATHER,2.0,908.7,0.54,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6162-25-3510 SEAL KIT,2.0,706.8,0.4,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6162-63-1301 SHAFT,2.0,3572.35,0.68,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6162-63-1553 SEAL KIT,2.0,3472.0,0.06,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6162-63-1623 SHAFT,2.0,2087.23,1.4,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6162-63-1683 SEAL KIT,2.0,471.74,0.09,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6150-42-4110 INTAKE VALVE,60.0,45.0,0.2,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6164-62-8230 Накладка,2.0,416.64,0.1,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6210-41-2320 ROCKER ARM SHAFT,2.0,2062.56,0.48,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6210-41-5051 ROCKER ARM,2.0,1202.5,0.67,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6210-61-6231 Прокладка,2.0,116.0,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6210-61-6331 Прокладка,2.0,56.0,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6211-11-5890 GASKET,2.0,215.6,0.05,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6215-11-3600 Форсунка,12.0,4158.0,0.6,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6215-11-8281 SENSOR,2.0,2755.2,0.06,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6215-71-4231 Трубка,1.0,699.0,0.21,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6217-41-4540 VALVE SEAL,36.0,70.56,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6219-51-5610 O-RING,8.0,89.6,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6219-81-6750 V-BELT,10.0,1888.0,0.19,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6219-81-6760 V-BELT,10.0,1316.4,0.22,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6240-51-1811 GASKET,4.0,142.24,0.01,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6219-61-1150 WATER PUMP,4.0,12888.0,34.0,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6240-61-4251 SHAFT,2.0,3792.32,1.6,Лист1(13)
"Order-2839, Самсон",13.55,94.5,6240-61-6370 O-RING,2.0,46.2,0.003,Лист1(13)
